adcode,name,lon,lat,province_adcode,suggestion_count,density,sample_hotels
341700,池州市,117.489157,30.656037,340000,9,1-9,池州火车站齐山大道亚朵酒店；九华山风景区佛光大道亚朵酒店；池州站齐山平天湖景区轻居酒店；池州火车站齐山大道亚朵酒店(池州火车站齐山大道店)-地上停车场；达克云充电站(池州市亚朵酒店)；池州火车站齐山大道亚朵酒店(池州火车站齐山大道店)地上停车场-入口；池州火车站齐山大道亚朵酒店(池州火车站齐山大道店)地上停车场-北出入口；池州火车站齐山大道亚朵酒店(池州火车站齐山大道店)地上停车场-南出入口；亚朵酒店(九华山风景区佛光大道店)西侧-门前停车场
341800,宣城市,118.757995,30.945667,340000,6,1-9,宣城万达广场景德路亚朵酒店；广德夫子庙广场绥安路亚朵酒店；宁国财富中心青龙西路亚朵酒店；宣城万达广场景德路亚朵酒店-地下停车场；广德夫子庙广场绥安路亚朵酒店-地下停车场；广德夫子庙广场绥安路亚朵酒店地下停车场-出入口
350100,福州市,119.306239,26.075302,350000,10,10+,福州金融街万达连江中路亚朵酒店；福州仓山万达奥体中心亚朵酒店；福州上下杭达道地铁站亚朵酒店；福州火车站地铁站华林路亚朵酒店；福州金融街万达鳌峰路亚朵酒店；福州大学城永嘉天地亚朵酒店；福州华林路斗门地铁站亚朵酒店；福州马尾自贸区东方名城亚朵酒店；福清清昌大道利桥古街亚朵酒店；福州金融街万达光明港地铁站亚朵酒店
350200,厦门市,118.11022,24.490474,350000,10,10+,厦门机场五缘湾亚朵酒店；厦门高崎机场成功大道亚朵酒店；厦门集美大学亚朵酒店；厦门建业路地铁站东渡客运码头亚朵酒店；厦门翔安火炬产业园亚朵酒店；厦门高崎机场云顶北路亚朵S酒店；厦门集美学村嘉庚体育馆亚朵酒店；厦门湖里宝龙一城亚朵酒店；厦门会展中心海景别墅亚朵酒店；厦门中山路将军祠亚朵酒店
350300,莆田市,119.007558,25.431011,350000,3,1-9,莆田兴化府文献东路亚朵酒店；莆田城厢万达广场荔城大道亚朵酒店；亚朵酒店(天下寻宝工艺中心店)
350400,三明市,117.635001,26.265444,350000,0,0,
350500,泉州市,118.589421,24.908853,350000,10,10+,泉州鲤城滨江城市广场亚朵酒店；泉州宝洲路宏昌亚朵酒店；泉州德化万达广场浔南西路亚朵酒店；泉州蟳埔村渔人码头亚朵酒店；泉州晋江万达广场阳光路亚朵酒店；泉州古城丰泽广场亚朵酒店；泉州古城刺桐北路亚朵酒店；泉州浦西万达江滨北路亚朵酒店；泉州西街中山路亚朵酒店；泉州南安南洋财富中心亚朵酒店
350600,漳州市,117.661801,24.510897,350000,4,1-9,漳州古城九龙大道亚朵酒店；漳州闽南水乡吾悦广场亚朵酒店；港城亚朵酒店地面目的地充电站；陌上轻居酒店(漳州古城文昌门店)
350700,南平市,118.178459,26.635627,350000,5,1-9,南平建阳人民公园亚朵酒店；武夷山三姑度假区天游峰路亚朵酒店；亚朵酒店(南平建阳西区人民公园店)-地下停车场；亚朵酒店(南平建阳西区人民公园店)地下停车场-出入口；艾聪亚朵酒店超充站
350800,龙岩市,117.02978,25.091603,350000,2,1-9,龙岩大道万宝广场亚朵酒店；亚朵酒店-大堂
350900,宁德市,119.527082,26.65924,350000,3,1-9,宁德蕉城万达广场亚朵酒店；霞浦滨海新城赤岸大道亚朵酒店；霞浦财富中心亚朵酒店
360100,南昌市,115.892151,28.676493,360000,10,10+,南昌红谷滩万象城亚朵酒店；南昌红谷滩绿地中央公园亚朵酒店；南昌高新艾溪湖亚朵酒店；南昌西湖区朝阳江滩公园亚朵酒店；南昌朝阳西湖万达大悦城亚朵酒店；南昌艾溪湖湿地公园瑶湖大学城亚朵酒店；南昌西站国际博览城亚朵酒店；南昌经开区财经大学亚朵酒店；南昌八一广场省电视台亚朵酒店；南昌红谷滩秋水广场亚朵酒店
360200,景德镇市,117.214664,29.29256,360000,8,1-9,景德镇中国陶瓷博物馆政务服务中心亚朵酒店；景德镇御窑博物馆浙江路亚朵酒店；景德镇人民广场浙江路亚朵酒店；景德镇陶溪川陶阳北路亚朵酒店；景德镇陶溪川御窑厂亚朵酒店；景德镇北站陶溪川路亚朵X酒店；景德镇中国陶瓷博物馆行政中心亚朵酒店-地上停车场；景德镇陶溪川陶阳新村亚朵见野酒店
360300,萍乡市,113.852186,27.622946,360000,1,1-9,萍乡安源天虹广场亚朵酒店
360400,九江市,115.992811,29.712034,360000,3,1-9,九江火车站长虹大道亚朵酒店；九江快乐城长江大道亚朵酒店；庐山牯岭街美庐亚朵见野酒店
360500,新余市,114.930835,27.810834,360000,1,1-9,新余行政中心亚朵酒店
360600,鹰潭市,117.033838,28.238638,360000,0,0,
360700,赣州市,114.940278,25.85097,360000,5,1-9,赣州龙南世界客家文化城亚朵酒店；赣州万象城登峰大道亚朵酒店；赣州万象城赞贤路亚朵酒店；赣州万象城赞贤路亚朵酒店-地下停车场；见福便利店(亚朵酒店登峰大道店)
360800,吉安市,114.986373,27.111699,360000,0,0,
360900,宜春市,114.391136,27.8043,360000,4,1-9,宜春上高中心镜山大道亚朵酒店；宜春袁山公园武功山大道亚朵酒店；芙亚朵酒店；亚朵酒店(龙光东大道店)-地下停车场
361000,抚州市,116.358351,27.98385,360000,1,1-9,抚州钻石广场王安石大道亚朵酒店
361100,上饶市,117.971185,28.44442,360000,9,1-9,亚朵酒店(上饶信州区政府店)；亚朵酒店(上饶万年国际珍珠城店)；上饶吾悦广场凤凰西大道亚朵酒店；上饶经开区晶科光伏亚朵酒店；上饶站凤凰中大道亚朵酒店；上饶万达广场胜利路亚朵酒店；上饶万年国际珍珠城亚朵酒店；婺源文化广场景观桥亚朵酒店；亚朵酒店-公交车站
370100,济南市,117.000923,36.675807,370000,10,10+,亚朵酒店(遥墙国际机场店)；济南大观园亚朵酒店；济南唐冶世纪大道亚朵酒店；济南舜和亚朵S酒店；济南奥体中心汉峪金谷亚朵酒店；济南西站东广场亚朵酒店；济南二环南路山东大学亚朵酒店；济南大明湖花园路亚朵酒店；济南旅游路文旅城亚朵酒店；济南万象城中央商务区亚朵酒店
370200,青岛市,120.355173,36.082982,370000,10,10+,青岛城阳春阳路亚朵酒店；青岛栈桥海景亚朵酒店；青岛胶州世纪大厦亚朵酒店；青岛城阳万象汇正阳中路亚朵酒店；青岛奥帆中心五四广场亚朵酒店；青岛五四广场第三海水浴场亚朵酒店；青岛金沙滩香江路地铁站亚朵酒店；青岛五四广场海信广场亚朵酒店；青岛北站振华路亚朵酒店；青岛五四广场万象城亚朵酒店
370300,淄博市,118.047648,36.814939,370000,6,1-9,淄博高新区柳泉路亚朵酒店；淄博山东理工大学北京路亚朵酒店；淄博博山西冶街亚朵酒店；淄博北站银泰城亚朵酒店；淄博山东理工大学水晶街亚朵酒店；亚朵(山东五洲国际店)
370400,枣庄市,117.557964,34.856424,370000,4,1-9,亚朵酒店(枣庄市政府双子星广场店)；亚朵X酒店(枣庄泰山南路枣庄高铁站店)；枣庄台儿庄古城华兴路亚朵酒店；滕州真爱商城荆河西路亚朵X酒店
370500,东营市,118.66471,37.434564,370000,7,1-9,东营金融港康洋路亚朵酒店；东营西城万达黄河路亚朵酒店；东营黄河路亚朵酒店停车点；东营金融港亚朵酒店-地上停车场；东营黄河路亚朵酒店(祥峰大厦店)-地上停车场；特来电充电站(东营亚朵酒店站)；东营金融港亚朵酒店地上停车场-出入口
370600,烟台市,121.391382,37.539297,370000,10,10+,烟台金沙滩亚朵酒店(华山路店)；烟台八角湾大学城中建亚朵酒店；烟台大学万象汇亚朵酒店；烟台滨海广场第一海水浴场亚朵酒店；烟台南站迎春大街亚朵酒店；烟台蓬莱政务中心亚朵酒店；烟台莱山渔人码头海景亚朵酒店；烟台站南大街亚朵酒店；烟台金沙滩天马栈桥亚朵酒店；烟台芝罘站红星美凯龙亚朵酒店
370700,潍坊市,119.107078,36.70925,370000,10,10+,潍坊金马路亚朵酒店(市政府店)；潍坊青年路泰华城亚朵酒店；潍坊临朐万达广场兴隆路亚朵酒店；潍坊青州古城驼山中路亚朵酒店；潍坊高新区管委会健康东街亚朵酒店；潍坊高新区歌尔光电园亚朵酒店；寿光国际会展中心圣城东街亚朵酒店；诸城恐龙博物馆密州西路亚朵酒店；潍坊火车站青年路亚朵酒店大堂；寿光国际会展中心亚朵酒店大堂
370800,济宁市,116.587245,35.415393,370000,8,1-9,济宁建设路领秀城市广场亚朵酒店；济宁高新区金宇路亚朵酒店；济宁万达广场太白楼东路亚朵酒店；邹城人民广场东滩路亚朵酒店；曲阜三孔景区游客集散中心亚朵酒店；曲阜孔府亚朵酒店大堂；亚朵花艺生活馆(乔家街店)；亚朵酒店(太白东路店)-立体停车场
370900,泰安市,117.129063,36.194968,370000,7,1-9,泰安泰山国际会展中心灵山大街亚朵酒店；泰安泰山景区盘古天地亚朵酒店；亚朵酒店(佳苑路店)-地上停车场；亚朵轻居酒店(龙潭路店)；云快充充电站(泰安市新灵山大街亚朵酒店充电站)；亚朵酒店(佳苑路店)地上停车场-出入口；泰安天外村东岳大街亚朵X酒店(泰安天外村东岳大街店)门前停车场-出入口
371000,威海市,122.116394,37.509691,370000,8,1-9,威海市区威高广场亚朵酒店；威海火炬八街山东大学亚朵酒店；威海市区幸福门亚朵酒店；威海站韩乐坊不夜城亚朵酒店；威海石岛亚朵酒店大堂；亚朵酒店·白天鹅自助餐厅(文化东路店)；威海火炬八街山东大学亚朵酒店(威海火炬八街山东大学店)门前停车场-入口；威海市中心亚朵酒店(威海市中心店)-门前停车场
371100,日照市,119.461208,35.428588,370000,8,1-9,亚朵酒店(日照万象汇大学城店)；日照安泰广场亚朵酒店；日照潍坊路亚朵酒店；日照站海滨五路亚朵酒店；日照万平口东夷小镇亚朵酒店；亚朵酒店(日照市政府店)-地上停车场；亚朵酒店(日照市政府万平口店)-门前停车场；亚朵酒店(日照市政府店)地上停车场-出入口
371300,临沂市,118.326443,35.065282,370000,8,1-9,临沂北京路亚朵酒店；临沂大剧院文化中心亚朵酒店；临沂北城新区亚朵酒店；亚朵酒店早餐自助(市政府店)；临沂泰盛广场万象汇亚朵酒店；临沂北京路亚朵酒店-西北门；临沂泰盛广场万象汇亚朵酒店-地上停车场；临沂泰盛广场万象汇亚朵酒店地上停车场-出入口
371400,德州市,116.307428,37.453968,370000,3,1-9,德州城市中心广场东风中路亚朵酒店；德州东站减河风景区亚朵酒店；德州东站减河风景区亚朵酒店(减河东大道店)-地上停车场
371500,聊城市,115.980367,36.456013,370000,5,1-9,聊城开发区亚朵酒店；聊城临清市中心亚朵酒店；聊城市委兴华路亚朵酒店；五洲大药店(聊城开发区亚朵酒店店)；聊城开发区亚朵酒店(御润财富城店)-门前停车场
371600,滨州市,118.016974,37.383542,370000,2,1-9,滨州滨城区渤海国际广场亚朵酒店；特来电充电站(亚朵酒店充电站(渤海国际店))
371700,菏泽市,115.469381,35.246531,370000,2,1-9,菏泽老城曹州八一路亚朵酒店；途客轻居酒店(菏泽郓城水浒好汉城店)
410100,郑州市,113.665412,34.757975,410000,10,10+,亚朵酒店(郑州东站省政府店)；亚朵酒店(郑州经开中心广场第八大街店)；郑州CBD中州大道亚朵酒店；郑州新郑国际机场华夏大道亚朵酒店；郑州北龙湖金融中心亚朵酒店；郑州龙子湖高校区亚朵酒店；郑州河南省人民医院金水路亚朵酒店；郑州省博物院花园路亚朵酒店；郑州省博物院东风路亚朵酒店；郑州正弘城博乐诗亚朵酒店
410200,开封市,114.341447,34.797049,410000,9,1-9,开封北站博物馆亚朵酒店；开封清明上河园龙亭公园亚朵酒店；亚朵酒店(大梁路店)；亚朵酒店(开封北站新区政府店)；开封清明上河园亚朵酒店-大堂；开封清明上河园鼓楼广场亚朵酒店；开封清明上河园河南大学亚朵酒店；途客中国轻居酒店(开封鼓楼广场店)；开封清明上河园亚朵酒店-门前停车场
410300,洛阳市,112.434468,34.663041,410000,9,1-9,亚朵酒店(洛阳龙门站市政府店)；洛阳洛邑古城应天门亚朵酒店；洛阳站大卫天地亚朵酒店；洛阳九都中路牡丹桥地铁站亚朵酒店；洛阳王府井南昌路亚朵见野酒店；洛阳龙门站龙门大道亚朵酒店；洛阳涧西万达牡丹广场地铁站亚朵酒店；洛阳龙门高铁站亚朵酒店-大堂；洛阳应天门亚朵酒店-大堂
410400,平顶山市,113.307718,33.735241,410000,4,1-9,陌上轻居酒店(平顶山站中骏世界城店)；途客轻居酒店(平顶山非凡体育公园店)；途客中国轻居酒店(平顶山万达广场汽车站店)；途客中国轻居酒店(汝州市政府店)
410500,安阳市,114.352482,36.103442,410000,3,1-9,亚朵豫见酒店(安阳火车站店)；安阳万达广场光明路亚朵酒店；途客中国轻居酒店(安阳滑县新滑医院汽车站店)
410600,鹤壁市,114.295444,35.748236,410000,2,1-9,陌上轻居酒店(鹤壁淇县云梦大道店)；陌上轻居酒店(鹤壁浚县古城店)
410700,新乡市,113.883991,35.302616,410000,5,1-9,新乡东站平原路亚朵酒店；新乡亚朵X酒店(大数据产业园店)；北京西站南路六里桥东亚朵酒店；陌上轻居酒店(新乡河师大平原湖校区店)；新乡东站平原路亚朵酒店地上停车场-入口
410800,焦作市,113.238266,35.23904,410000,2,1-9,陌上轻居酒店(焦作高铁站河南理工大北校区店)；陌上轻居酒店(武陟覃怀公园迎宾大道店)
410900,濮阳市,115.041299,35.768234,410000,2,1-9,濮阳京开大道银座亚朵酒店；陌上轻居酒店(濮阳中心广场人民路店)
411000,许昌市,113.826063,34.022956,410000,2,1-9,许昌万达广场莲城大道亚朵酒店；许昌胖东来时代广场曹魏古城亚朵酒店
411100,漯河市,114.026405,33.575855,410000,1,1-9,途客中国轻居酒店(临颍店)
411200,三门峡市,111.194099,34.777338,410000,2,1-9,途客中国轻居酒店(灵宝函谷路店)；陌上轻居酒店(三门峡渑池县政府万人广场店)
411300,南阳市,112.540918,32.999082,410000,3,1-9,南阳吾悦广场仲景大道亚朵酒店；途客中国轻居酒店(南阳火车站店)；陌上轻居酒店(南阳镇平店)
411400,商丘市,115.650497,34.437054,410000,4,1-9,商丘夏邑长寿阁汉唐文化街亚朵酒店；商丘万达广场雪苑路亚朵酒店；亚朵酒店示范区育才小学店；陌上轻居酒店(商丘万达广场日月湖景区店)
411500,信阳市,114.075031,32.123274,410000,4,1-9,信阳东站大信广场亚朵酒店；陌上轻居酒店(信阳火车站天润广场店)；陌上轻居酒店(信阳新县火车站店)；陌上轻居酒店(信阳固始店)
411600,周口市,114.649653,33.620357,410000,6,1-9,途客轻居酒店(周口五一广场客运中心站店)；陌上轻居酒店(西华女娲广场店)；陌上轻居酒店(周口商水阳城公园店)；陌上轻居酒店(项城市中心广场店)；陌上轻居酒店(沈丘北站隆鼎国贸店)；陌上轻居酒店(郸城一高汽车中心站店)
411700,驻马店市,114.024736,32.980169,410000,1,1-9,日丰管(永乐大道亚朵酒店店)
419001,济源市,112.590047,35.090378,410000,2,1-9,途客中国轻居酒店(济源御驾庄商业街店)；途客中国轻居酒店(济源中原国际商贸城火车站店)
420100,武汉市,114.298572,30.584355,420000,10,10+,武汉大学八一路亚朵酒店；武汉国际博览中心四新北路亚朵酒店；武汉东湖岳家嘴亚朵酒店；武汉武昌中南路亚朵酒店；武汉站杨春湖亚朵酒店；武汉楚河汉街洪山广场亚朵酒店；武汉金银湖欧亚会展中心亚朵酒店；武汉藏龙岛湖北经济学院亚朵酒店；武汉青年汇金融港亚朵酒店；武汉中山公园同济医学院亚朵酒店
420200,黄石市,115.077048,30.220074,420000,1,1-9,黄石大冶北站足球公园亚朵酒店
420300,十堰市,110.787916,32.646907,420000,4,1-9,十堰大美国际上海路亚朵酒店；十堰火车站重庆路亚朵X酒店；神州租车(十堰上海路亚朵酒店自助点)；途客中国轻居酒店(十堰武当山机场店)
420500,宜昌市,111.290843,30.702636,420000,2,1-9,宜昌东站鑫鼎亚朵酒店；途客轻居酒店(宜昌华祥商业中心店)
420600,襄阳市,112.144146,32.042426,420000,4,1-9,襄阳襄州航空路亚朵酒店；襄阳古城胜利街亚朵酒店；襄阳古城盛世唐城亚朵酒店；特来电充电站(襄城胜利街亚朵酒店充电站)
420700,鄂州市,114.890593,30.396536,420000,2,1-9,天空之城(鄂州市政府亚朵酒店店)；神州租车(鄂州亚朵酒店滨湖北路店自助点)
420800,荆门市,112.204251,31.03542,420000,0,0,
420900,孝感市,113.926655,30.926423,420000,0,0,
421000,荆州市,112.23813,30.326857,420000,8,1-9,荆州站武德路亚朵酒店；松滋文化商业街民主路亚朵酒店；荆州火车站武德路亚朵酒店-地下停车场；荆州火车站武德路亚朵酒店(荆州火车站武德路店)-门前停车场；途客中国轻居酒店(荆州大润发店)；荆州火车站武德路亚朵酒店(荆州火车站武德路店)门前停车场-出入口；陌上轻居酒店(荆州高铁站东方神画方特店)；荆州火车站武德路亚朵酒店地下停车场-出入口
421100,黄冈市,114.879365,30.447711,420000,2,1-9,黄冈黄州遗爱湖亚朵酒店；黄冈中学亚朵酒店-停车场
421200,咸宁市,114.328963,29.832798,420000,0,0,
421300,随州市,113.37377,31.717497,420000,2,1-9,途客中国轻居酒店(随州烈山大道吾悦广场店)；途客中国轻居酒店(随州曾都区迎宾大道店)
422800,恩施土家族苗族自治州,109.48699,30.283114,420000,1,1-9,青源亚朵酒店
429004,仙桃市,113.453974,30.364953,420000,1,1-9,仙桃沔街元泰未来城亚朵酒店
429005,潜江市,112.896866,30.421215,420000,0,0,
429006,天门市,113.165862,30.653061,420000,0,0,
429021,神农架林区,110.671525,31.744449,420000,0,0,
430100,长沙市,112.982279,28.19409,430000,9,1-9,长沙国金中心亚朵酒店；长沙省政府地铁站亚朵酒店；长沙滨江金融中心亚朵酒店；长沙万象城湖南金融中心亚朵酒店；长沙五一广场黄兴路步行街亚朵酒店；长沙五一广场芙蓉中路高空亚朵酒店；浏阳大道国宾府亚朵酒店；长沙五一广场晚报大道亚朵酒店；长沙麓谷高新区东方红中路亚朵酒店
430200,株洲市,113.151737,27.835806,430000,4,1-9,株洲湘江风光带亚朵酒店；株洲职教城中车亚朵酒店；株洲职教城中车亚朵酒店(田心大道店)-地上停车场；株洲职教城中车亚朵酒店(田心大道店)地上停车场-入口
430300,湘潭市,112.944052,27.82973,430000,0,0,
430400,衡阳市,112.607693,26.900358,430000,9,1-9,衡阳解放西路亚朵酒店；衡阳蒸湘创发城亚朵酒店；衡阳南岳衡山景区亚朵酒店；亚朵酒店-1栋；亚朵酒店-2栋；亚朵酒店-西门；亚朵酒店2栋-地上停车场；亚朵酒店(衡阳南岳衡山景区店)-地上停车场；亚朵酒店(衡阳南岳衡山景区店)地上停车场-出入口
430500,邵阳市,111.46923,27.237842,430000,0,0,
430600,岳阳市,113.132855,29.37029,430000,0,0,
430700,常德市,111.691347,29.040225,430000,1,1-9,常德步行街老西门亚朵酒店
430800,张家界市,110.479921,29.127401,430000,3,1-9,张家界永定区天门山索道站亚朵酒店；张家界国家森林公园标志门亚朵酒店；张家界天门山索道天门居亚朵酒店
430900,益阳市,112.355042,28.570066,430000,0,0,
431000,郴州市,113.032067,25.793589,430000,3,1-9,亚朵酒店(郴州市政府五岭大道店)；郴州五岭广场市图书馆亚朵酒店；郴州市亚朵电竞民宿
431100,永州市,111.608019,26.434516,430000,0,0,
431200,怀化市,109.97824,27.550082,430000,1,1-9,怀化高铁南站万达广场亚朵酒店
431300,娄底市,112.008497,27.728136,430000,0,0,
433100,湘西土家族苗族自治州,109.739735,28.314296,430000,3,1-9,凤凰古城虹桥亚朵见野酒店；凤凰古城虹桥亚朵酒店-地下停车场；凤凰古城虹桥亚朵酒店地下停车场-出入口
440100,广州市,113.280637,23.125178,440000,10,10+,广州大道天河体育中心亚朵酒店；广州天河太古汇亚朵酒店；广州番禺长隆钟村地铁站亚朵酒店；广州南站万科中心亚朵酒店；广州珠江新城太古汇亚朵酒店；广州白云站鹤边地铁站亚朵酒店；广州花都金融中心亚朵酒店；广州金融城信息港亚朵酒店；广州站中医药大学亚朵酒店；广州黄埔保盈大道地铁站亚朵酒店
440200,韶关市,113.591544,24.801322,440000,3,1-9,韶关百年东街小岛大厦亚朵酒店；亚朵酒店(西堤北路店)；亚朵酒店(四达国际商业体店)
440300,深圳市,114.085947,22.547,440000,10,10+,深圳西丽创新谷亚朵酒店；深圳福田CBD市民中心亚朵酒店；深圳坂田中成亚朵酒店；深圳南山海岸城亚朵酒店；深圳宝安国际机场亚朵酒店；深圳前海宝安中心亚朵酒店；深圳福田华强北步行街亚朵酒店；深圳南山西丽智谷产业园亚朵酒店；深圳龙岗甘坑古镇亚朵酒店；深圳南山芒果网大厦亚朵酒店
440400,珠海市,113.553986,22.224979,440000,10,10+,珠海情侣南路拱北口岸亚朵酒店；珠海湾仔口岸横琴国际会展中心亚朵酒店；珠海金湾机场亚朵酒店；珠海山姆奥园广场亚朵酒店；珠海高新区大学城政务中心亚朵酒店；珠海北站宝龙城亚朵酒店；珠海拱北富华里环宇城亚朵酒店；珠海金湾华发商都航空新城亚朵酒店；珠海情侣路日月贝大剧院亚朵酒店；珠海情侣路爱情邮局亚朵酒店
440500,汕头市,116.708463,23.37102,440000,9,1-9,汕头万象城黄河路亚朵酒店；汕头澄海国盛中心亚朵酒店；汕头高铁站黄山路亚朵酒店；汕头万象城金砂东路亚朵酒店；汕头珠港新城韩江路亚朵酒店；汕头万象城华山南路亚朵酒店；汕头龙眼南美食街金砂中路亚朵酒店；汕头万象城会展中心亚朵X酒店；汕头市万象城海湾亚朵酒店-停车场
440600,佛山市,113.122717,23.028762,440000,10,10+,佛山南海桂城亚朵酒店；佛山禅城张槎亚朵酒店；佛山顺德清晖园亚朵酒店；亚朵酒店；佛山顺德欢乐海岸欢乐大道亚朵酒店；佛山南海金沙洲金铂天地亚朵酒店；佛山顺德美的悦然广场亚朵酒店；佛山千灯湖怡海港亚朵酒店；佛山祖庙岭南天地亚朵酒店；佛山顺德龙江会展中心亚朵酒店
440700,江门市,113.094942,22.590431,440000,4,1-9,江门蓬江华茵广场亚朵酒店；江门荷塘龙湖亚朵酒店；亚朵度假酒店(恩平泉林店)；亚朵(江边里店)
440800,湛江市,110.364977,21.274898,440000,4,1-9,湛江人民大道鼎盛广场亚朵酒店；湛江赤坎金沙湾观海长廊亚朵酒店；亚朵酒店(湛江人民大道鼎盛广场店)-中餐厅；亚朵酒店会议室(金辉煌领峰店)
440900,茂名市,110.919229,21.659751,440000,2,1-9,茂名电白万达广场亚朵酒店；茂名高铁站人民广场亚朵酒店-大堂
441200,肇庆市,112.472529,23.051546,440000,2,1-9,肇庆七星岩星湖一方亚朵酒店；肇庆七星岩亚朵酒店-大堂
441300,惠州市,114.412599,23.079404,440000,10,10+,惠州惠阳新都会亚朵酒店；惠州惠城区港惠新天地亚朵酒店；惠州仲恺天益城亚朵酒店；亚朵酒店(惠州华贸天地荣灿江景店)；亚朵酒店民宿；惠州惠阳高铁站万联广场亚朵酒店；惠州惠阳市政广场亚朵X酒店；惠州水东街滨江东路亚朵酒店；惠州金山湖港惠轻居酒店；亚朵集团轻居酒店商品店(白泥路店)
441400,梅州市,116.117582,24.299112,440000,5,1-9,梅州西站富力中心亚朵酒店；梅州市中心柏丽广场亚朵酒店；亚朵酒店(梅州市中心柏丽广场店)-停车场；梅州市中心柏丽广场亚朵酒店-专用地上停车场；亚朵嘉宴酒楼
441500,汕尾市,115.364238,22.774485,440000,3,1-9,汕尾高铁站滨海公园亚朵酒店；汕尾高铁站滨海公园亚朵酒店-地上停车场；汕尾高铁站滨海公园亚朵酒店地上停车场-出入口
441600,河源市,114.697802,23.746266,440000,2,1-9,随行付运营中心(亚朵酒店店)；云快充充电站(万隆亚朵超充站)
441700,阳江市,111.975107,21.859222,440000,3,1-9,阳江江城君怡广场亚朵X酒店；阳江市海陵岛亚朵海景酒店；亚朵海景度假酒店(保利十里银滩店)
441800,清远市,113.051227,23.685022,440000,7,1-9,清远顺盈广百亚朵酒店；清远古龙峡漂流花亚朵度假温泉酒店；清远北站古龙峡亚朵酒店(清新商务大厦店)；清远顺盈广百亚朵酒店大堂；清远顺盈广百亚朵酒店-地下停车场；清远亚朵精品公寓；清远顺盈广百亚朵酒店(静福路店)地下停车场-入口
441900,东莞市,113.746262,23.046237,440000,10,10+,东莞南城国贸亚朵酒店；东莞大岭山松山湖亚朵酒店；东莞南城万象城亚朵酒店；东莞南城中心广场亚朵酒店；东莞凤岗南天大厦亚朵酒店；东莞西平新地中心亚朵酒店；东莞东城33小镇亚朵酒店；东莞大岭山广场亚朵酒店；东莞虎门站虎门大道亚朵酒店；东莞黄江星光路亚朵酒店
442000,中山市,113.382391,22.521113,440000,8,1-9,中山西区兴中广场亚朵酒店；中山富华道石岐步行街亚朵酒店；中山古镇华艺广场亚朵酒店；中山二路利和广场亚朵酒店；中山坦洲合胜百货亚朵酒店；中山南头海雅缤纷城亚朵酒店；中山小榄大信新都汇亚朵酒店；中山北站V-PARK广场亚朵酒店
445100,潮州市,116.632301,23.661701,440000,6,1-9,潮州人民广场亚朵酒店；潮州古城亚朵酒店；亚朵酒店-自助餐厅(潮州人民广场亚朵酒店店)；潮州古城人民广场亚朵酒店(潮州古城人民广场店)门前停车场-入口；潮州古城人民广场亚朵酒店(潮州古城人民广场店)-门前停车场；明意汽车保养·福诺快速换油中心(亚朵酒店)
445200,揭阳市,116.355733,23.543778,440000,8,1-9,揭阳榕城揭阳楼亚朵酒店；揭阳楼环市北路亚朵酒店；揭阳进贤门骑楼街亚朵酒店；普宁高铁站普宁大道亚朵酒店；揭阳亚朵轻·美宿；揭阳榕城揭阳楼亚朵酒店-地下停车场；普宁高铁站亚朵酒店地上停车场-入口；普宁高铁站亚朵酒店-地上停车场
445300,云浮市,112.044439,22.929801,440000,1,1-9,云浮罗定市泰德天润广场亚朵酒店
450100,南宁市,108.320004,22.82402,450000,10,10+,南宁五象总部基地凯旋路亚朵酒店；南宁江南金凯路亚朵酒店；南宁青秀南湖地铁站亚朵酒店；南宁火车站北湖亚朵酒店；南宁万象城民族大道亚朵酒店；南宁朝阳广场三街两巷亚朵酒店；南宁南湖公园双拥路亚朵酒店；南宁动物园大学东路亚朵酒店；南宁青秀东葛路地铁站亚朵X酒店；南宁金湖广场金源CBD亚朵见野酒店
450200,柳州市,109.411703,24.314617,450000,1,1-9,亚朵云酒店(柳州马鞍山公园店)
450300,桂林市,110.299121,25.274215,450000,9,1-9,亚朵酒店(桂林市政府万达广场店)；桂林高新亚朵酒店；桂林阳朔西街鼓楼亚朵酒店；桂林两江四湖象鼻山亚朵酒店；桂林市政府亚朵酒店；桂林象鼻山中山南路亚朵酒店；桂林高铁北站恒大广场亚朵酒店；桂林象鼻山日月双塔亚朵酒店；桂林阳朔西街十里画廊亚朵酒店
450400,梧州市,111.297604,23.474803,450000,0,0,
450500,北海市,109.119254,21.473343,450000,4,1-9,北海高铁站西南大道亚朵酒店；北海银滩大道亚朵酒店；北海高铁站西南大道亚朵酒店门前停车场-入口；北海高铁站西南大道亚朵酒店-门前停车场
450600,防城港市,108.345478,21.614631,450000,1,1-9,防城港高铁北站行政中心亚朵酒店
450700,钦州市,108.624175,21.967127,450000,0,0,
450800,贵港市,109.602146,23.0936,450000,1,1-9,希悦亚朵轻居(桂平西山步行街店)
450900,玉林市,110.154393,22.63136,450000,0,0,
451000,百色市,106.616285,23.897742,450000,1,1-9,和合亚朵驾驶员培训中心
451100,贺州市,111.552056,24.414141,450000,0,0,
451200,河池市,108.062105,24.695899,450000,0,0,
451300,来宾市,109.229772,23.733766,450000,0,0,
451400,崇左市,107.353926,22.404108,450000,0,0,
